Dam Name,eap,status,hazard,county,lat,lng,river_stream,basin,nearest_town,distance_to_town,year,type_modify_repair,modify_year,structural_height,pool_cap,max_impound,condition,icon,last_inspection,next_inspection,owner,owner_type
Summer Lake Dam,N,IMPOUNDING,High,Wake,35.863,-78.7,Haresnipe Creek-Tr,Neuse,,,,,,21.0,,18 ,Fair,greenRound, 12/31/2012, 12/31/2013,Kenyon Investment Corporation,Private
Leadmine Lake Dam,Y,IMPOUNDING,High,Wake,35.86806,-78.67528,Lead Mine Creek,Neuse,Raleigh,,,Repair,2005,20.0,72 ,92 ,Satisfactory,greenRound, 12/31/2012, 12/31/2013,Leadmine Lake Home Owners Association,Private
Lake Plaza Dam,N,IMPOUNDING,High,Wake,35.86356,-78.62333,Big Branch-Tr,Neuse,Raleigh,,,,,17.0,10 ,18 ,Satisfactory,greenRound, 12/31/2012, 12/31/2013,"Highwoods Properties, Inc.",Private
Carolina Country Club Dam,Y,IMPOUNDING,High,Wake,35.82250,-78.65362,,Neuse,,,,,,16.0,,32 ,Fair,greenRound, 12/31/2012, 12/31/2013,,Unknown
Woodlake Dam,N,IMPOUNDING,High,Moore,35.218,-79.19,Crains Creek,Cape Fear,Mount Pleasant,2 ,1973 ,Repair,1999,23.0,6400 ,10000 ,Poor,redRound, 02/15/2013, 01/01/2014,Woodlake Partners Limited Partnership,Private
Tallywood Dam,N,IMPOUNDING,High,Cumberland,35.051,-78.931,Branson Creek Trib.,Cape Fear,Fayetteville,5 ,0 ,,,23.0,43 ,55 ,Fair,greenRound, 11/18/2013, 01/01/2014,City Of Fayettville,Private
Lake Rim Dam,N,IMPOUNDING,High,Cumberland,35.03083,-79.04194,Bones Creek,Cape Fear,Hope Mills,6 ,1920 ,Repair,1992,20.0,256 ,272 ,Fair,greenRound, 11/18/2013, 01/01/2014,Nc Wildlife Resources Commission,State
Beaver Creek Dam,Y,IMPOUNDING,High,Cumberland,35.06,-78.98194,Beaver Creek,Cape Fear,Hope Mills,6 ,1936 ,,,22.0,650 ,1521 ,Fair,greenRound, 11/18/2013, 01/02/2014,Dr. C.Saliba,Private
Mildred White Crystal Lake Dam,Y,IMPOUNDING,High,Cumberland,35.1229,-78.8885,,Cape Fear,Fayetteville,,,,,18.0,15 ,48 ,Fair,greenRound, 12/04/2013, 01/06/2014,,Unknown
Holding Lake Dam,Y,IMPOUNDING,High,Wake,35.95657,-78.50896,Smith Creek-Tr,Neuse,Milburnie,15 ,1958 ,,,35.0,120 ,145 ,Fair,greenRound, 01/17/2012, 03/07/2007,"Reader & Partners, LLC",Private
Bailey Dam,N,IMPOUNDING,High,Wake,35.947,-78.667,Barton Creek-Tr,Neuse,,,,,,25.0,49 ,76 ,Fair,greenRound, 01/17/2012, 03/31/2011,J. Weldon Bailey,Private
Governors Club Dam 3,N,IMPOUNDING,High,Chatham,35.835,-79.03028,Cub Creek-Tr,Cape Fear,,,1989 ,,,32.0,,204 ,Satisfactory,greenRound, 01/18/2012, 02/04/2011,Governor'S Club Development Corp.,Private
Legacy Pond #2,Y,IMPOUNDING,High,Chatham,35.76076,-79.05798,UT to Parker's Creek,Cape Fear,,,2008 ,,,27.0,14 ,26 ,Satisfactory,greenRound, 01/18/2012, 02/05/2010,,Unknown
Occoneechee Upper Dam,N,IMPOUNDING,High,Orange,36.0600,-79.1147,Eno River trib,Neuse,,,,,,,,,Satisfactory,greenRound, 02/01/2013, 02/01/2014,Ncdenr Div Parks & Rec,State
Occoneechee Lower Dam,N,IMPOUNDING,High,Orange,36.0599,-79.1136,Eno River trib,Neuse,,,,,,12.0,4 ,5 ,Satisfactory,greenRound, 02/01/2013, 02/01/2014,Ncdenr Div Parks & Rec,State
Crossgate Dam #3,N,IMPOUNDING,High,Wake,35.91389,-78.6375,Honeycutt Creek-Tr,Neuse,,,,,,15.0,,12 ,Satisfactory,greenRound, 02/04/2014, 02/12/2014,"Community Properties, Inc.",Private
Timberlake Dam,N,IMPOUNDING,High,Wake,35.7909,-78.3535,,Neuse,,,,,,15.1,,9999 ,Satisfactory,greenRound, 02/12/2013, 02/12/2014,,Unknown
Manchester Dam,N,IMPOUNDING,High,Wake,35.923,-78.624,Honeycutt Creek-Tr,Neuse,,,,,,22.5,,88 ,Satisfactory,greenRound, 02/04/2014, 02/13/2014,"Manchester Properties, Inc.",Private
Mt. Olive Waste Water Treatment Plant #2,Y,IMPOUNDING,High,Wayne,35.1957,-78.0427,offstream,Cape Fear,,,2008 ,Modify,2010,24.0,15 ,0 ,Fair,greenRound, 03/19/2013, 03/01/2014,Town of Mount Olive,Local government
Whispering Woods Golf Course Dam,N,IMPOUNDING,High,Moore,35.23525,-79.36654,Trib-Mill Creek,Cape Fear,,,,,,13.0,13 ,17 ,Unsatisfactory,redRound, 01/15/2014, 03/02/2014,Whispering Lakes LLC,Private
Bonsal Tailings Dam,N,IMPOUNDING,High,Anson,34.94528,-79.9375,Island Creek-Tr,Yadkin-PeeDee,"Morven, Nc",8 ,1976 ,,,63.0,1830 ,1890 ,Fair,greenRound, 03/11/2013, 03/11/2014,W R Bonsal Company,Private
Lake Johnson Dam,Y,IMPOUNDING,High,Wake,35.76170,-78.70506,Walnut Creek,Neuse,Raleigh,1 ,1914 ,Repair,2006,40.0,2570 ,3090 ,Satisfactory,greenRound, 03/11/2013, 03/11/2014,City Of Raleigh Public Utilities Department,Utility
Cambro Lake Dam,N,IMPOUNDING,High,Harnett,35.294,-78.904,North Prong Anderson Creek,Cape Fear,Linden,10 ,1945 ,,,12.0,144 ,173 ,Poor,redRound, 01/07/2014, 03/14/2014,Edward S. Turlington,Private
Stone Throw Apartments Pond Dam,N,IMPOUNDING,High,Durham,35.892,-78.883,Burdens Creek-Tr,Cape Fear,,,,,,7.0,,1 ,Satisfactory,greenRound, 03/15/2012, 02/26/2010,Stonesthrow Apartments Llc,Local government
Lakehurst S/D Dam,N,IMPOUNDING,High,Durham,35.89132,-78.92821,Northeast Creek-Tr,Cape Fear,Farrington,20 ,1955 ,,,25.5,119 ,145 ,Satisfactory,greenRound, 03/15/2012, 02/03/2011,"Robert C. Rhein Interests, Inc.",Private
Dairy Pond Dam,Y,IMPOUNDING,High,Durham,36.04254,-78.94679,Eno River-Tr,Neuse,Durham,,,,,15.0,17 ,31 ,Satisfactory,greenRound, 03/15/2012, 02/14/2010,"Croasdaile Farm Master Homeowner Association, Inc.",Private
Boles Lake Dam,Y,IMPOUNDING,High,Durham,36.04354,-78.93708,Eno River-Tr,Neuse,Durham,,1995 ,,,20.5,31 ,60 ,Satisfactory,greenRound, 03/15/2012, 02/14/2010,"Croasdaile Farm Master Homeowner Association, Inc.",Private
Jones Pond Dam,N,IMPOUNDING,High,Wake,35.57111,-78.79667,Kenneth Branch-Tr,Cape Fear,,,,,,16.0,0 ,19 ,Fair,greenRound, 03/19/2013, 03/19/2014,Cleo Jones,Private
Lake Hyco Dam,Y,IMPOUNDING,High,Person,36.5082,-79.0421,Hyco River,Roanoke,Mcgehees Mill,1 ,1963 ,,,70.0,66600 ,77000 ,Satisfactory,greenRound, 03/20/2013, 03/20/2014,Progress Energy Roxboro Plant,Utility
Governors Club Dam #4,N,IMPOUNDING,High,Chatham,35.84,-79.04556,Cub Creek-Tr,Cape Fear,,,,,,18.0,,72 ,Satisfactory,greenRound, 03/21/2013, 03/21/2014,Governor'S Club Development Corp.,Private
Governors Club Dam #1,N,IMPOUNDING,High,Chatham,35.8475,-79.03667,Cub Creek-Tr,Cape Fear,,,1989 ,,,27.0,,1512 ,Satisfactory,greenRound, 03/21/2013, 03/21/2014,Governor'S Club Development Corp.,Private
Governors Club Dam #5,Y,IMPOUNDING,High,Chatham,35.84583,-79.05889,Cub Creek-Tr,Cape Fear,,,1996 ,,,18.0,,15 ,Satisfactory,greenRound, 03/21/2013, 03/21/2014,Governor'S Club Development Corp.,Private
Governors Club Dam #6,Y,IMPOUNDING,High,Chatham,35.84333,-79.0625,Cub Creek-Tr,Cape Fear,,,1996 ,,,16.0,,13 ,Satisfactory,greenRound, 03/21/2013, 03/21/2014,Governor'S Club Development Corp.,Private
Governors Club Dam #7,Y,IMPOUNDING,High,Chatham,35.84111,-79.06194,Cub Creek-Tr,Cape Fear,,,1996 ,,,20.0,,16 ,Satisfactory,greenRound, 03/21/2013, 03/21/2014,Governor'S Club Development Corp.,Private
Governors Village Dam #8,N,IMPOUNDING,High,Chatham,35.8486,-79.0242,,Cape Fear,,,1997 ,,,,,,Satisfactory,greenRound, 03/21/2013, 03/21/2014,,Unknown
Lake Raleigh Dam,N,IMPOUNDING,High,Wake,35.7652,-78.6769,Walnut Creek,Neuse,Raleigh,,1914 ,,,22.0,450 ,781 ,Satisfactory,greenRound, 03/22/2013, 03/22/2014,Ncsu Real Estate Office,State
Loch Lommond,N,IMPOUNDING,High,Cumberland,35.07,-78.998,Stewarts Creek,Cape Fear,Fay.,1 ,0 ,,,21.0,,109 ,Fair,greenRound, 03/26/2013, 03/26/2014,Stewarts Creek Homeowners Assoc.,Private
Hasentree Golf Communtiy Dam,Y,IMPOUNDING,High,Wake,35.9915,-78.5930,Water Fork,Neuse,,,2006 ,,,28.6,,139 ,Satisfactory,greenRound, 03/26/2013, 03/26/2014,Hasentree Corporation,Private
Lake Orange Dam,N,IMPOUNDING,High,Orange,36.146,-79.149,East Fork Eno River,Neuse,Hillsborough,10 ,1969 ,,,40.0,1364 ,1640 ,Satisfactory,greenRound, 03/29/2012, 11/19/1999,County Of Orange,Local government
Flint Ridge Dam,N,IMPOUNDING,High,Orange,36.054,-79.105,Eno River-Tr,Neuse,Hillsborough,,1990 ,,,19.0,14 ,22 ,Satisfactory,greenRound, 03/29/2012, 11/06/2010,"Senate Properties, Inc.",Private
Grays Millpond Dam,N,IMPOUNDING,High,Greene,35.35244,-77.66151,Wheat Swamp Creek,Neuse,Grifton,15 ,1928 ,,,11.0,132 ,158 ,Fair,greenRound, 03/07/2013, 04/01/2014,"Warren S. Perry, Ely J. Perry, Dan E. Perry",Private
Turnage Millpond Dam,N,IMPOUNDING,High,Greene,35.414,-77.73,Tyson Marsh,Neuse,Snow Hill,5 ,1900 ,Repair,2000,13.9,84 ,120 ,Fair,greenRound, 03/07/2013, 04/01/2014,Jacob Turnage,Private
Whitley Lake Dam,Y,IMPOUNDING,High,Greene,35.4048,-77.8040,Bear Creek,Neuse,Lagrange,7 ,1962 ,Repair,2004,21.0,187 ,700 ,Satisfactory,greenRound, 03/13/2013, 04/01/2014,"Roland Gray, Chairman",Private
Tull Millpond Dam,N,IMPOUNDING,High,Lenoir,35.155,-77.734,Southwest Creek,Neuse,Deep Run,3 ,1875 ,Repair,9999,8.0,432 ,518 ,Fair,greenRound, 03/07/2013, 04/01/2014,"Tull Farm, Inc",Private
Hillcrest Lake Dam,N,IMPOUNDING,High,Lenoir,35.27656,-77.63458,,Neuse,,,,,,13.0,48 ,62 ,Fair,greenRound, 03/07/2013, 04/01/2014,Hillcrest Commons Homeowners Association,Private
Bass Lake Dam,N,IMPOUNDING,High,Wayne,35.411,-77.881,West Bear Creek,Neuse,Lagrange,9 ,1966 ,,,18.5,227 ,467 ,Satisfactory,greenRound, 03/07/2013, 04/01/2014,"Roland M. Gray,Chairman",Private
Cone Pond Dam,N,IMPOUNDING,High,Franklin,35.90667,-78.26333,Norris Creek-Tr,Tar-Pamlico,Spring Hope,,1989 ,,,17.0,,24 ,Satisfactory,greenRound, 04/04/2013, 04/04/2014,Daniel And Elizabeth Cone,Private
Lake Wilson,N,IMPOUNDING,High,Wilson,35.7889,-77.9206,Toisnot Swamp,Neuse,Wilson,3 ,1960 ,,,19.7,487 ,998 ,Satisfactory,greenRound, 04/10/2012, 03/23/2012,City Of Wilson,Local government
Sherman Lakes Upper,N,IMPOUNDING,High,Harnett,35.547294,-78.819061,Neal Creek Trib,Cape Fear,,,,,,12.0,12 ,14 ,Poor,redRound, 02/24/2014, 04/24/2014,Sandra Snyder Hladick,Private
Burnside Drive Dam,N,IMPOUNDING,High,Wake,35.6519,-78.7366,Middle Creek,Neuse,,,,,,19.2,,12 ,Satisfactory,greenRound, 04/24/2013, 04/24/2014,,Unknown
Chavis Dam,N,IMPOUNDING,High,Wake,35.8844,-78.6868,,Neuse,,,,,,10.0,0 ,4 ,Fair,greenRound, 04/24/2013, 04/24/2014,,Unknown
Hillsborough Water Supply Dam,Y,IMPOUNDING,High,Orange,36.1486,-79.1714,West Fork Eno River,Neuse,Hillsborough,,2000 ,,,64.8,7032 ,24061 ,Satisfactory,greenRound, 04/26/2013, 04/26/2014,Town Of Hillsborough,Local government
Neuse Regional Water Treatment Plant Dike,Y,IMPOUNDING,High,Lenoir,35.2485,-77.7070,Off-stream H2O pumped from Neu,Neuse,Kinston,,2008 ,,,27.0,74 ,92 ,Satisfactory,greenRound, 05/17/2012, 05/01/2014,Neuse Regional Water & Sewer Authority,Local government
Buffalo Millpond,N,IMPOUNDING,High,Vance,36.229,-78.422,Buffalo Creek,Tar-Pamlico,,,1864 ,,,20.2,,80 ,Satisfactory,greenRound, 05/03/2013, 05/03/2014,"Buffalo Milling Company, Daryl Spencer",Private
Red Bud Dam,N,IMPOUNDING,High,Chatham,35.75389,-79.11944,Haw River-Tr,Cape Fear,N/A,,1992 ,,,35.5,67 ,92 ,Satisfactory,greenRound, 05/15/2013, 05/15/2014,Redbud Homeowners Association,Private
J.C. Howard Dam,N,IMPOUNDING,High,Lenoir,35.10028,-77.68194,Tr To Trent River,Neuse,,,1994 ,,,14.0,0 ,30 ,Poor,redRound, 05/17/2012, 05/17/2014,"Howard Holdings, LLC",Private
Old Mill Lake Dam,N,IMPOUNDING,High,Caldwell,35.80055,-81.41104,Gunpowder Creek,Catawba,Granite Falls,,,,,53.0,0 ,2415 ,Poor,redRound, 05/21/2013, 05/21/2014,Gunpowder Dev. Corp.,Private
Upchurch Lake Dam,Y,IMPOUNDING,High,Cumberland,34.9594,-79.0006,Rockfish Creek,Cape Fear,Hope Mills,2 ,1914 ,Breached,2003,29.0,2137 ,2137 ,Fair,greenRound, 06/17/2013, 06/17/2014,"Lake Upchurch Power, Inc.",Private
Long Valley Farm Lake Dam,N,IMPOUNDING,High,Cumberland,35.21114,-78.97776,Jumping Run Creek,Cape Fear,Linden,15 ,1750 ,Repair,2010,18.0,560 ,672 ,Fair,greenRound, 03/26/2014, 07/01/2014,NCDENR Division of Parks & Recreation,State
Limestone Creek Watershed Dam No. 1,N,IMPOUNDING,High,Duplin,34.9825,-77.79694,Cabin Creek,Cape Fear,"Hallsville, Nc",6 ,1993 ,Repair,2008,26.0,,,Satisfactory,greenRound, 01/27/2014, 08/01/2014,County of Duplin,Local government
NC Hwy 11/903 Dam,N,IMPOUNDING,High,Duplin,35.0060,-77.9107,,Cape Fear,,,,,,,,,Fair,greenRound, 01/27/2014, 08/01/2014,,Unknown
Holtrachem Stormwater Waste Lagoon,Y,IMPOUNDING,High,Columbus,34.35333,-78.20778,Cape Fear River,Cape Fear,Riegelwood,1 ,1995 ,,,18.0,,,Satisfactory,greenRound, 09/26/2012, 09/23/2011,"Holtrachem Manufacturing, Llc",Private
Woods Drive Dam,N,IMPOUNDING,High,Iredell,35.80225,-80.88369,Fourth Creek-Tr,Yadkin-PeeDee,Statesville,,,Repair,1979,27.0,27 ,38 ,Unsatisfactory,redRound, 05/15/2014, 10/01/2014,Helen P Keller,Private
Crabtree Creek W/S #1 (PL-566),Y,IMPOUNDING,High,Wake,35.85941,-78.82525,Stirrup Iron Creek,Neuse,Raleigh,8 ,,,,33.0,,480 ,Fair,greenRound, 10/26/2012, 10/26/2014,Wake County,Local government
Weatherspoon Plant Cooling Lake Dam,N,IMPOUNDING,High,Robeson,34.5847,-78.9714,Lumber River,Lumber,Lumberton,,1955 ,,,14.0,828 ,994 ,Fair,greenRound, 08/27/2014, 11/01/2014,Carolina Power & Light,Private
Mckinney Lake Dam,Y,IMPOUNDING,High,Richmond,35.008,-79.627,Hitchcock Creek,Yadkin-PeeDee,Ledbetter,6 ,1939 ,,,17.8,320 ,834 ,Fair,greenRound, 05/20/2014, 11/20/2014,Wildlife Resource Commission,State
Lewis Lake Dam,N,IMPOUNDING,High,Cumberland,35.21889,-78.89056,Lower Little River-Os,Cape Fear,Linden,9 ,1974 ,,,14.0,80 ,96 ,Poor,redRound, 10/21/2014, 11/21/2014,The Fayetteville Church,Private
Neuse River Waste Water Treatment Plant Equalization Basin,Y,IMPOUNDING,High,Wake,35.72223,-78.48989,Neuse River,Neuse,,,2006 ,,,36.0,104 ,114 ,Satisfactory,greenRound, 11/25/2013, 11/25/2014,City of Raleigh Public Utilities,Local government
Melba Brook Pond Lower Dam,N,IMPOUNDING,High,Sampson,34.9574,-78.26904,Rowan Branch-Tr,Cape Fear,Clinton,4 ,,,,18.3,27 ,37 ,Poor,redRound, 01/08/2014, 01/01/2015,Melva Brook Homeowners Association,Private
Johnson Pond Dam,N,IMPOUNDING,High,Sampson,34.961,-78.36,Great Coharie Creek,Cape Fear,Clinton,2 ,,Repair,2001,22.0,271 ,510 ,Fair,greenRound, 01/08/2014, 01/01/2015,Boykin Lakes Homeowners Association,Private
Stafford Pond Dam,Y,IMPOUNDING,High,Sampson,34.829,-78.326,Gaddy Branch,Cape Fear,Ingold,,,Repair,2000,14.5,51 ,157 ,Fair,greenRound, 01/08/2014, 01/01/2015,"John J. Stafford, Iii",Private
Pinecrest High School Dam,N,IMPOUNDING,High,Moore,35.18306,-79.43417,Aberdeen Creek-Tr,Lumber,Aberdeen,2 ,,Repair,1987,21.0,10 ,17 ,Fair,greenRound, 01/03/2014, 01/03/2015,Moore Co. Board Of Education,Local government
Blue Farm,N,IMPOUNDING,High,Moore,35.2428,-79.4002,Nick'S Creek-Os,Cape Fear,Whispering Pines,2 ,0 ,,,16.0,31 ,42 ,Fair,greenRound, 01/03/2014, 01/03/2015,Kevin Murray,Private
Cardinal Lake Dam,Y,IMPOUNDING,High,Moore,35.2354,-79.3710,Unnamed tributary to Mill Cree,Cape Fear,,,1971 ,Repair,2012,25.0,30 ,53 ,Fair,greenRound, 01/03/2014, 01/03/2015,Village of Whispering Pines,Private
Honeycutt Dam Lower,N,IMPOUNDING,High,Harnett,35.514,-78.749,Black River-Os,Cape Fear,Angier,1 ,,,,14.1,17 ,23 ,Fair,greenRound, 01/07/2014, 01/07/2015,Ted Honeycutt,Private
Edens Lake,N,IMPOUNDING,High,Cumberland,35.076,-78.984,Beaver Creek-Os,Cape Fear,Fayetteville,2 ,,Repair,1993,26.3,,26 ,Fair,greenRound, 01/13/2014, 01/11/2015,Edgar V.Edens Iii,Private
Buffalo Lake Dam,N,IMPOUNDING,High,Harnett,35.289,-79.046,Little Bridge Branch,Cape Fear,Manchester,6 ,1953 ,,,44.0,1932 ,1974 ,Fair,greenRound, 01/13/2014, 01/13/2015,Buffalo Lakes Homeowners Ass.,Private
Silver Lake Dam,N,IMPOUNDING,High,Harnett,35.28167,-79.05,Oak Branch,Cape Fear,,,,,,27.0,211 ,238 ,Fair,greenRound, 01/13/2014, 01/13/2015,Carolina Lakes Property Owners Association,Private
Crystal Lake Dam,Y,IMPOUNDING,High,Harnett,35.28639,-79.04806,Little Bridge Creek,Cape Fear,Spring Lake,10 ,,,,25.0,229 ,258 ,Fair,greenRound, 01/16/2014, 01/16/2015,Carolina Lakes Property Owners Association,Private
Cardinal Club Pond Dam,Y,IMPOUNDING,High,Moore,35.0982,-79.4781,Aberdeen Creek-Tr,Lumber,,,1955 ,,,25.0,35 ,54 ,Fair,greenRound, 01/09/2015, 01/16/2015,Cardinal Club,Private
Pinehurst National Dam 3a,N,IMPOUNDING,High,Moore,35.19361,-79.44333,Aberdeen Creek-Tr,Lumber,Aberdeen,2 ,1989 ,,,26.0,81 ,110 ,Fair,greenRound, 01/22/2014, 01/22/2015,"National Golf Club, Inc.  Attn:  E. W. Davis",Private
Stackhouse Dam Upper,N,IMPOUNDING,High,Madison,35.87583,-82.75598,King Creek,French Broad,Hot Springs,,,,,38.0,,26 ,Fair,greenRound, 01/23/2013, 01/23/2015,"Siler Madison Properties, LLC",Private
Seven Lakes Dam #5,N,IMPOUNDING,High,Moore,35.27556,-79.56167,Big Juniper Creek,Cape Fear,Lillington,63 ,,,,33.0,62 ,105 ,Fair,greenRound, 01/24/2014, 01/24/2015,Seven Lakes Landowners Assoc.,Private
Intermont Dam,N,IMPOUNDING,High,Transylvania,35.10605,-83.00160,Burlingame Creek,Savannah,Lake Jocassee,15 ,,,,18.0,78 ,117 ,Fair,greenRound, 01/24/2014, 01/24/2015,Whisper Lake Association,Private
Richmond Millpond Dam,Y,IMPOUNDING,High,Scotland,34.821,-79.53,Gum Swamp Creek,Lumber,Laurel Hill,1 ,1860 ,Repair,2005,15.0,968 ,1161 ,Fair,greenRound, 02/07/2014, 02/08/2015,The Morgan Company,Private
Johns Lake Dam,N,IMPOUNDING,High,Scotland,34.687,-79.433,Leith Creek,Lumber,Dillon Sc,18 ,1840 ,,,20.0,450 ,540 ,Fair,greenRound, 02/07/2014, 02/08/2015,Helen Livingston,Private
Fair Lake Dam,N,IMPOUNDING,High,Scotland,34.742,-79.517,Gum Swamp Creek,Lumber,Dillon Sc,22 ,1952 ,,,14.0,45 ,54 ,Fair,greenRound, 02/07/2014, 02/08/2015,Blanch Blue Fair,Private
Barbee Dam,N,IMPOUNDING,High,Wake,35.79833,-78.845,Turkey Creek-Tr,Neuse,,,,,,16.0,,12 ,Satisfactory,greenRound, 02/11/2014, 02/11/2015,Ronald M. Barbee,Private
Brock Millpond Dam,N,IMPOUNDING,High,Jones,35.06,-77.356,Crooked Run,Neuse,Trenton,,1738 ,Repair,9999,15.3,83 ,432 ,Satisfactory,greenRound, 02/12/2013, 03/10/2012,County of Jones,Local government
Coachman Trail Lake Dam Lower,N,IMPOUNDING,High,Wake,35.943,-78.63,Cedar Creek,Neuse,Falls,6 ,,,,35.0,,93 ,Satisfactory,greenRound, 02/13/2013, 12/28/2012,"Development Associates, Inc.",Private
Coachman Trail Lake Dam Upper,N,IMPOUNDING,High,Wake,35.94194,-78.63417,Cedar Creek,Neuse,,,,,,37.0,136 ,180 ,Satisfactory,greenRound, 02/13/2013, 12/28/2012,Development Association,Private
Atkins Dam,N,IMPOUNDING,High,Harnett,35.544914,-78.816877,Neals Creek Trib,Cape Fear,,,,,,13.0,,10 ,Fair,greenRound, 02/19/2014, 02/17/2015,Terry & Jerome Cox,Private
Bland Lake Dam,N,IMPOUNDING,High,Richmond,34.90194,-79.74639,Beaverdam Branch,Yadkin-PeeDee,Rockingham,1 ,1971 ,,,18.0,53 ,64 ,Not Rated,blueRound, 05/22/2014, 02/17/2015,Charles R. Davis,Private
Bald Mountain Lake Dam,Y,IMPOUNDING,High,Rutherford,35.4647,-82.1880,Buffalo Creek,Broad,Lake Lure,,1960 ,Repair,1978,60.0,240 ,288 ,Fair,greenRound, 02/18/2014, 02/18/2015,"Fairfield Mountains POA, Inc.",Private
Jack Rigsbee Dam,N,IMPOUNDING,High,Wake,35.79111,-78.855,Turkey Creek-Tr,Neuse,Cary,,1954 ,,,18.0,10 ,20 ,Satisfactory,greenRound, 02/18/2014, 02/18/2015,Peggy Stone Rigsbee,Private
Lake Benson Dam,Y,IMPOUNDING,High,Wake,35.66203,-78.61149,Swift Creek,Neuse,Smithfield,21 ,1952 ,,,26.0,3070 ,7200 ,Satisfactory,greenRound, 02/21/2013, 03/24/2012,City Of Raleigh Public Utilities Department,Local government
Garner Ww Lagoon #1,N,IMPOUNDING,High,Wake,35.63702,-78.58479,Swift Creek-Tr,Neuse,N/A,,1988 ,,,36.0,344 ,394 ,Fair,greenRound, 02/21/2013, 03/24/2012,Town Of Garner,Local government
Garner Ww Lagoon #2,N,IMPOUNDING,High,Wake,35.63976,-78.58281,Swift Creek-Tr,Neuse,N/A,,1988 ,,,33.0,256 ,306 ,Fair,greenRound, 02/21/2013, 02/18/2011,Town Of Garner,Local government
Johnson Pond Dam,N,IMPOUNDING,High,Wake,35.54028,-78.75278,Black Creek-Tr,Cape Fear,Lillington,15 ,1958 ,Repair,2007,20.0,77 ,95 ,Satisfactory,greenRound, 02/21/2013, 04/08/2011,"Ballance-Currin Properties, LLC",Private
Panther Lake Dam,N,IMPOUNDING,High,Wake,35.566,-78.692,Black Creek,Neuse,Smithfield,35 ,1920 ,,,15.0,211 ,253 ,Satisfactory,greenRound, 02/21/2013, 04/04/2012,Mrs. R.H. Monday,Private
Eagle Ridge Golf Course Dam,Y,IMPOUNDING,High,Wake,35.6703,-78.6700,Swift Creek - TR,Neuse,Smithfield,28 ,2002 ,,,26.3,289 ,0 ,Satisfactory,greenRound, 02/21/2013, 03/04/2011,Arland Community Development,Private
H.F. Lee Power Station Cooling Lake Dam,N,IMPOUNDING,High,Wayne,35.381,-78.085,Neuse Riv Off Stream,Neuse,Goldsboro,10 ,1955 ,,,17.0,3808 ,5446 ,Fair,greenRound, 02/22/2014, 02/22/2015,"Progress Energy Carolinas, Inc.",Utility
J.L. Frith Pond Dam #2,N,IMPOUNDING,High,Moore,35.3101,-79.5724,Mcclendon'S Creek-Tr,Cape Fear,Robbins,,,,,32.8,187 ,280 ,Fair,greenRound, 02/04/2015, 02/23/2015,Carolina Equestrian Village,Private
Spruce Pine Water Supply Dam #1,N,IMPOUNDING,High,Mitchell,35.95607,-82.06283,Beaver Creek,French Broad,Spruce Pine,3 ,,,,47.0,40 ,50 ,Satisfactory,greenRound, 02/21/2013, 02/26/2015,Town of Spruce Pine,Local government
Millstone 4-H Camp Dam,N,IMPOUNDING,High,Richmond,35.05528,-79.68917,Millstone Lake,Yadkin-PeeDee,,,,,,16.0,26 ,38 ,Fair,greenRound, 04/14/2014, 03/01/2015,Nc Wildlife Resources Commission,State
H.F. Lee Active Ash Pond,Y,IMPOUNDING,High,Wayne,35.3791,-78.0698,Neuse,Neuse,Goldsboro,10 ,1982 ,,,17.0,2240 ,2720 ,Fair,greenRound, 02/25/2014, 03/01/2015,"Progress Energy Carolinas, Inc.",Utility
Clouse Lake Dam,Y,IMPOUNDING,High,Yancey,35.92432,-82.24899,Shoal Creek tributary,French Broad,Windom,2 ,1978 ,,,41.6,10 ,30 ,Poor,redRound, 03/04/2014, 03/04/2015,Robert A Phillips,Private
Moonshine Mountain Rd Dam,N,IMPOUNDING,High,Yancey,35.95261,-82.28394,Mine Fork,French Broad,Day Brook,2 ,,,,30.5,7 ,8 ,Poor,redRound, 03/04/2014, 03/04/2015,Trustee for the Estate of Anthony Reinert c/o,Private
Massengill Dam,Y,IMPOUNDING,High,Wake,35.669,-78.666,Swift Creek-Tr,Neuse,,,,Repair,2003,30.0,64 ,82 ,Fair,greenRound, 03/04/2010, 03/04/2015,Wakefield Development Company,Private
Phoenix Pond Dam,N,IMPOUNDING,High,Yancey,35.97920,-82.29337,Jacks Creek,French Broad,Day Brook,3 ,,,,20.5,10 ,16 ,Fair,greenRound, 03/04/2014, 03/04/2015,Phillip Garland,Private
Bass Lake Dam,Y,IMPOUNDING,High,Wake,35.642,-78.803,Basal Creek,Neuse,Holly Springs,,1900 ,Repair,2004,22.0,760 ,910 ,Satisfactory,greenRound, 03/07/2013, 06/10/2012,"Town of Holly Springs, attn: Mr. Len Bradley",Local government
Aaran Lakes West Dam,N,IMPOUNDING,High,Cumberland,35.00993,-78.98761,Beaver Creek-Os,Cape Fear,Hopemills,2 ,,Repair,2003,15.0,,54 ,Poor,redRound, 03/10/2014, 03/10/2015,City of Fayetteville,Local government
Mirror Lake Dam,Y,IMPOUNDING,High,Cumberland,35.05444,-78.92222,Hybart'S Branch,Cape Fear,Fayetteville,2 ,1959 ,Modify,2002,12.0,,24 ,Fair,greenRound, 03/11/2014, 03/11/2015,City of Fayetteville,Local government
